modelo,tipo_modelo,metodo_busqueda,mean_test_score,std_test_score,rank_test_score,mean_train_score,std_train_score,params
Decision Tree Classifier,classification,GridSearchCV,0.4845547633181102,0.011593758947786638,79,0.7639748922071338,0.0015627691253239037,"{'modelo__class_weight': 'balanced', 'modelo__criterion': 'gini', 'modelo__max_depth': None, 'modelo__min_samples_leaf': 5, 'modelo__min_samples_split': 25}"
Decision Tree Classifier,classification,GridSearchCV,0.48044853129577725,0.01513496367602287,80,0.7827914362983623,0.0029995119924623986,"{'modelo__class_weight': 'balanced', 'modelo__criterion': 'gini', 'modelo__max_depth': None, 'modelo__min_samples_leaf': 1, 'modelo__min_samples_split': 25}"
Decision Tree Classifier,classification,GridSearchCV,0.47848585829085943,0.006580122819251117,81,0.8417097848346655,0.001546709079501902,"{'modelo__class_weight': 'balanced', 'modelo__criterion': 'gini', 'modelo__max_depth': None, 'modelo__min_samples_leaf': 5, 'modelo__min_samples_split': 2}"
Decision Tree Classifier,classification,GridSearchCV,0.47848585829085943,0.006580122819251117,81,0.8417097848346655,0.001546709079501902,"{'modelo__class_weight': 'balanced', 'modelo__criterion': 'gini', 'modelo__max_depth': None, 'modelo__min_samples_leaf': 5, 'modelo__min_samples_split': 10}"
Decision Tree Classifier,classification,GridSearchCV,0.47559579783018346,0.004304442621191972,83,0.7785642455174863,0.002720425057501533,"{'modelo__class_weight': 'balanced', 'modelo__criterion': 'entropy', 'modelo__max_depth': None, 'modelo__min_samples_leaf': 5, 'modelo__min_samples_split': 25}"
Decision Tree Classifier,classification,GridSearchCV,0.47036960750749623,0.00957661511741156,84,0.7939758222484576,0.003104684890891087,"{'modelo__class_weight': 'balanced', 'modelo__criterion': 'entropy', 'modelo__max_depth': None, 'modelo__min_samples_leaf': 1, 'modelo__min_samples_split': 25}"
Decision Tree Classifier,classification,GridSearchCV,0.46959386470767817,0.011978756633193416,85,0.8961014279124111,0.0019886207580609673,"{'modelo__class_weight': 'balanced', 'modelo__criterion': 'gini', 'modelo__max_depth': None, 'modelo__min_samples_leaf': 1, 'modelo__min_samples_split': 10}"
Decision Tree Classifier,classification,GridSearchCV,0.4639801503679412,0.0033304330734677686,86,0.8639634812778801,0.0018851242542581921,"{'modelo__class_weight': 'balanced', 'modelo__criterion': 'entropy', 'modelo__max_depth': None, 'modelo__min_samples_leaf': 5, 'modelo__min_samples_split': 10}"
Decision Tree Classifier,classification,GridSearchCV,0.4639801503679412,0.0033304330734677686,86,0.8639634812778801,0.0018851242542581921,"{'modelo__class_weight': 'balanced', 'modelo__criterion': 'entropy', 'modelo__max_depth': None, 'modelo__min_samples_leaf': 5, 'modelo__min_samples_split': 2}"
Decision Tree Classifier,classification,GridSearchCV,0.45822025621721174,0.007751089840886135,88,0.9105642563757603,0.0027165253120380963,"{'modelo__class_weight': 'balanced', 'modelo__criterion': 'entropy', 'modelo__max_depth': None, 'modelo__min_samples_leaf': 1, 'modelo__min_samples_split': 10}"
